,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,Simplified_Title,course_title_l,keywords
2386,2386,2386,2386,2386,839030,Bluegrass Guitar Essentials: Webisodes 11 & 12,https://www.udemy.com/bluegrass-guitar-essentials-webisodes-11-12/,TRUE,30,9,1,24,All Levels,2 hours,2016-10-22T00:02:49Z,Musical Instruments,bluegrass guitar essentials webisodes 11  12,bluegrass guitar essentials: webisodes 11 & 12,"['bluegrass guitar essentials', 'bluegrass guitar', 'guitar essentials webisodes', 'guitar essentials', 'bluegrass', 'guitar', 'essentials webisodes 11', 'webisodes 11 12', 'essentials webisodes', 'webisodes 11']"
2387,2387,2387,2387,2387,619610,Advanced Horn Studies - Learn to Master the French Horn!​,https://www.udemy.com/advanced-french-horn/,TRUE,50,46,0,91,All Levels,7 hours,2015-09-23T17:14:50Z,Musical Instruments,advanced horn studies  learn master french horn,advanced horn studies - learn to master the french horn!​,"['master french horn', 'horn studies learn', 'french horn', 'advanced horn', 'advanced horn studies', 'horn studies', 'horn', 'master french', 'learn master french', 'studies learn master']"
2388,2388,2388,2388,2388,106358,Learn To Play Guitar Complete Beginners Quick Start,https://www.udemy.com/learn-to-play-guitar-for-free-quick-start-guitar-course/,TRUE,20,75,0,11,Beginner Level,1 hour,2013-10-16T16:25:07Z,Musical Instruments,learn play guitar complete beginners quick start,learn to play guitar complete beginners quick start,"['learn play guitar', 'guitar complete beginners', 'play guitar', 'play guitar complete', 'guitar', 'guitar complete', 'beginners quick start', 'complete beginners quick', 'beginners quick', 'complete beginners']"
2389,2389,2389,2389,2389,742300,Piano With Willie: Jazz Kids - Vol 4,https://www.udemy.com/piano-with-willie-jazz-kids-vol-4/,TRUE,40,19,0,30,Intermediate Level,3.5 hours,2016-04-13T06:13:18Z,Musical Instruments,piano willie jazz kids  vol 4,piano with willie: jazz kids - vol 4,"['piano willie jazz', 'jazz kids vol', 'piano willie', 'willie jazz kids', 'jazz kids', 'piano', 'willie jazz', 'jazz', 'willie', 'kids vol']"
2390,2390,2390,2390,2390,636846,Instant Harmonica - play the old Popeye Spinach song now !,https://www.udemy.com/instant-harmonica-play-the-old-popeye-spinach-song-now/,TRUE,20,22,0,10,Beginner Level,36 mins,2015-10-19T00:15:00Z,Musical Instruments,instant harmonica  play old popeye spinach song ,instant harmonica - play the old popeye spinach song now !,"['instant harmonica', 'instant harmonica play', 'popeye spinach song', 'harmonica play old', 'harmonica', 'harmonica play', 'old popeye spinach', 'popeye spinach', 'play old popeye', 'spinach song']"
2391,2391,2391,2391,2391,741316,Piano With Willie: Jazz Kids - Vol 2,https://www.udemy.com/piano-with-willie-jazz-kids-vol-2/,TRUE,40,17,0,38,Beginner Level,3 hours,2016-04-13T05:57:35Z,Musical Instruments,piano willie jazz kids  vol 2,piano with willie: jazz kids - vol 2,"['piano willie jazz', 'piano willie', 'willie jazz kids', 'jazz kids vol', 'jazz kids', 'piano', 'willie jazz', 'jazz', 'willie', 'kids vol']"
2392,2392,2392,2392,2392,681390,Practice guitar with no previous experience and become a pro,https://www.udemy.com/practice-guitar-with-no-previous-experience-and-become-a-pro/,TRUE,30,26,0,14,Beginner Level,1 hour,2017-01-13T17:26:06Z,Musical Instruments,practice guitar previous experience pro,practice guitar with no previous experience and become a pro,"['practice guitar previous', 'practice guitar', 'guitar previous experience', 'guitar previous', 'guitar', 'previous experience pro', 'practice', 'pro', 'experience', 'experience pro']"
2393,2393,2393,2393,2393,1195742,The Music Coach Online Spirit Drum Course,https://www.udemy.com/the-music-coach-online-spirit-drum-course-i/,TRUE,95,2,0,86,Beginner Level,5.5 hours,2017-05-04T16:44:06Z,Musical Instruments,music coach online spirit drum course,the music coach online spirit drum course,"['spirit drum course', 'online spirit drum', 'spirit drum', 'music coach online', 'drum course', 'music coach', 'drum', 'coach online spirit', 'coach online', 'online spirit']"
2394,2394,2394,2394,2394,794398,Make Electronic Music with the iPad,https://www.udemy.com/playspacemusic/,TRUE,20,13,0,69,Beginner Level,1.5 hours,2016-04-01T06:53:55Z,Musical Instruments,electronic music ipad,make electronic music with the ipad,"['electronic music ipad', 'make electronic music', 'music ipad', 'electronic music', 'ipad', 'make electronic', 'music', 'electronic', 'make']"
2395,2395,2395,2395,2395,1232728,Learn Loreena McKennitt Songs-Quicklessons Piano Course,https://www.udemy.com/learn-loreena-mckennitt-songs-quicklessons-piano-course/,TRUE,20,1,0,6,All Levels,34 mins,2017-05-29T03:40:21Z,Musical Instruments,learn loreena mckennitt songsquicklessons piano course,learn loreena mckennitt songs-quicklessons piano course,"['quicklessons piano course', 'songs quicklessons piano', 'piano course', 'quicklessons piano', 'loreena mckennitt songs', 'mckennitt songs quicklessons', 'learn loreena mckennitt', 'songs quicklessons', 'piano', 'mckennitt songs']"
2396,2396,2396,2396,2396,721202,Guitar 201: Breakthroughs,https://www.udemy.com/guitar-201-breakthroughs/,TRUE,20,14,1,49,Beginner Level,2.5 hours,2016-01-22T20:11:29Z,Musical Instruments,guitar 201 breakthroughs,guitar 201: breakthroughs,"['guitar 201 breakthroughs', 'guitar 201', 'guitar', '201 breakthroughs', 'breakthroughs', '201']"
2397,2397,2397,2397,2397,1058262,Major Scales and Modes for Chromatic Harmonica,https://www.udemy.com/the-major-scales-for-chromatic-harmonica/,TRUE,20,6,1,14,All Levels,1.5 hours,2017-04-10T16:57:05Z,Musical Instruments,major scales modes chromatic harmonica,major scales and modes for chromatic harmonica,"['modes chromatic harmonica', 'chromatic harmonica', 'scales modes chromatic', 'modes chromatic', 'major scales modes', 'harmonica', 'major scales', 'scales modes', 'chromatic', 'modes']"
2398,2398,2398,2398,2398,132878,Play Guitar with Rhythm - 5 Easy Lessons,https://www.udemy.com/play-guitar-with-rhythm-5-easy-lessons/,TRUE,20,31,0,10,Beginner Level,1 hour,2013-12-12T23:29:50Z,Musical Instruments,play guitar rhythm  5 easy lessons,play guitar with rhythm - 5 easy lessons,"['rhythm easy lessons', 'guitar rhythm easy', 'play guitar rhythm', 'guitar rhythm', 'rhythm easy', 'play guitar', 'guitar', 'rhythm', 'easy lessons', 'lessons']"
2399,2399,2399,2399,2399,944804,Coaching Bundle: Guitar for Music Educators: Part 1,https://www.udemy.com/coaching-bundle-guitar-for-music-educators-part-1/,TRUE,135,1,1,5,All Levels,30 mins,2016-09-01T23:22:14Z,Musical Instruments,coaching bundle guitar music educators 1,coaching bundle: guitar for music educators: part 1,"['guitar music educators', 'coaching bundle guitar', 'music educators', 'guitar', 'guitar music', 'bundle guitar', 'bundle guitar music', 'coaching bundle', 'coaching', 'educators']"
2400,2400,2400,2400,2400,939636,Coaching Bundle: Guitar for Music Educators: Part 2,https://www.udemy.com/coaching-bundle-guitar-for-music-educators-part-2/,TRUE,135,1,1,6,All Levels,30 mins,2016-09-02T15:11:55Z,Musical Instruments,coaching bundle guitar music educators 2,coaching bundle: guitar for music educators: part 2,"['guitar music educators', 'coaching bundle guitar', 'music educators', 'guitar', 'guitar music', 'bundle guitar', 'bundle guitar music', 'coaching bundle', 'coaching', 'educators']"
2401,2401,2401,2401,2401,730702,Ukulele 3:  Intermediate,https://www.udemy.com/ukulele-3-songs-to-learn-in-7-days/,TRUE,25,1,0,11,Intermediate Level,39 mins,2017-05-24T23:03:44Z,Musical Instruments,ukulele 3 intermediate,ukulele 3:  intermediate,"['ukulele intermediate', 'ukulele', 'intermediate']"
2402,2402,2402,2402,2402,993892,"Beginners Guitar Course - 'Try it and love it method""",https://www.udemy.com/beginners-guitar-course-try-it-and-love-it-method/,TRUE,25,0,0,16,Beginner Level,2 hours,2016-10-31T18:10:06Z,Musical Instruments,beginners guitar course  try love method,"beginners guitar course - 'try it and love it method""","['beginners guitar course', 'guitar course', 'beginners guitar', 'guitar course try', 'beginners', 'love method', 'guitar', 'try love method', 'method', 'try love']"
2403,2403,2403,2403,2403,1026760,Coaching Course: Rhythm Instruction for Music Educators P1,https://www.udemy.com/coaching-bundle-rhythm-instruction-for-music-educators-p1/,TRUE,130,0,0,6,All Levels,32 mins,2017-03-10T16:55:04Z,Musical Instruments,coaching course rhythm instruction music educators p1,coaching course: rhythm instruction for music educators p1,"['rhythm instruction music', 'rhythm instruction', 'course rhythm instruction', 'instruction music educators', 'music educators p1', 'coaching course rhythm', 'music educators', 'course rhythm', 'rhythm', 'instruction music']"
2404,2404,2404,2404,2404,1223240,Learn Pirates of the Caribbean by Ear on the Piano,https://www.udemy.com/learn-pirates-of-the-caribbean-by-ear-on-the-piano/,TRUE,20,0,0,6,All Levels,32 mins,2017-05-22T17:14:43Z,Musical Instruments,learn pirates caribbean ear piano,learn pirates of the caribbean by ear on the piano,"['learn pirates caribbean', 'caribbean ear piano', 'learn pirates', 'ear piano', 'pirates caribbean ear', 'piano', 'pirates caribbean', 'pirates', 'caribbean ear', 'caribbean']"
2405,2405,2405,2405,2405,1026762,Coaching Course: Rhythm Instruction for Music Educators P2,https://www.udemy.com/coaching-bundle-rhythm-instruction-for-music-educators-p2/,TRUE,125,0,0,7,All Levels,38 mins,2017-03-10T17:06:46Z,Musical Instruments,coaching course rhythm instruction music educators p2,coaching course: rhythm instruction for music educators p2,"['rhythm instruction', 'rhythm instruction music', 'course rhythm instruction', 'music educators p2', 'instruction music educators', 'coaching course rhythm', 'music educators', 'course rhythm', 'rhythm', 'instruction music']"
2406,2406,2406,2406,2406,1234656,4 Week Rhythm Mastery,https://www.udemy.com/4-week-rhythm-mastery/,TRUE,20,0,0,28,Beginner Level,2.5 hours,2017-07-05T16:07:44Z,Musical Instruments,4 week rhythm mastery,4 week rhythm mastery,"['week rhythm mastery', 'rhythm mastery', 'week rhythm', 'rhythm', 'mastery', 'week']"
2407,2407,2407,2407,2407,1214670,Tune that Sour Note on Your Piano,https://www.udemy.com/how-to-tune-your-own-piano/,TRUE,20,0,0,6,All Levels,33 mins,2017-06-20T21:46:40Z,Musical Instruments,tune sour note piano,tune that sour note on your piano,"['tune sour note', 'sour note piano', 'sour note', 'note piano', 'tune sour', 'tune', 'sour', 'piano', 'note']"
2408,2408,2408,2408,2408,1272282,Learn Vikings Soundtracks on the Piano by Ear,https://www.udemy.com/learn-vikings-soundtracks-on-the-piano-by-ear/,TRUE,20,0,0,8,All Levels,35 mins,2017-06-29T15:10:58Z,Musical Instruments,learn vikings soundtracks piano ear,learn vikings soundtracks on the piano by ear,"['learn vikings soundtracks', 'vikings soundtracks piano', 'vikings soundtracks', 'learn vikings', 'soundtracks piano ear', 'soundtracks piano', 'soundtracks', 'piano ear', 'vikings', 'piano']"
2409,2409,2409,2409,2409,1224186,Learn to Play Piano Like a Pro - Easy Piano Course 1,https://www.udemy.com/learn-to-play-piano-like-a-pro/,TRUE,35,0,0,13,Beginner Level,31 mins,2017-05-30T00:19:02Z,Musical Instruments,learn play piano like pro  easy piano course 1,learn to play piano like a pro - easy piano course 1,"['piano like pro', 'easy piano course', 'learn play piano', 'piano course', 'pro easy piano', 'play piano like', 'play piano', 'easy piano', 'piano like', 'piano']"
2410,2410,2410,2410,2410,1265814,ABRSM Grade III Piano Class - Handel Sonatina in G 2017-2018,https://www.udemy.com/abrsm-grade-iii-piano-class-handel-sonatina-in-g-2017-2018/,TRUE,20,0,0,5,Beginner Level,31 mins,2017-07-06T16:12:34Z,Musical Instruments,abrsm grade iii piano class  handel sonatina g 20172018,abrsm grade iii piano class - handel sonatina in g 2017-2018,"['handel sonatina 2017', 'handel sonatina', 'class handel sonatina', 'piano class handel', 'iii piano class', 'sonatina 2017 2018', 'grade iii piano', 'sonatina 2017', 'iii piano', 'sonatina']"
2411,2411,2411,2411,2411,1104500,Instant Harmonica - play 12 bar blues Big Walter style now!,https://www.udemy.com/instant-harmonica-play-12-bar-blues-big-walter-style-now/,TRUE,40,31,2,14,All Levels,1 hour,2017-05-19T12:26:28Z,Musical Instruments,instant harmonica  play 12 bar blues big walter style now,instant harmonica - play 12 bar blues big walter style now!,"['harmonica play 12', 'instant harmonica play', 'instant harmonica', 'harmonica play', 'harmonica', 'blues big walter', '12 bar blues', 'big walter style', 'big walter', 'play 12 bar']"
2412,2412,2412,2412,2412,99946,Fingerpicking Blues Guitar Lessons - Bottleneck Guitar,https://www.udemy.com/open-g-and-d-guitar-lessons/,TRUE,20,237,12,6,Intermediate Level,1.5 hours,2013-10-08T07:43:00Z,Musical Instruments,fingerpicking blues guitar lessons  bottleneck guitar,fingerpicking blues guitar lessons - bottleneck guitar,"['fingerpicking blues guitar', 'lessons bottleneck guitar', 'bottleneck guitar', 'blues guitar lessons', 'blues guitar', 'guitar lessons bottleneck', 'fingerpicking blues', 'bottleneck', 'guitar lessons', 'guitar']"
2413,2413,2413,2413,2413,632488,Spice up your playing with some easy Flamenco techniques! ,https://www.udemy.com/flamenco-guitar-essentials/,TRUE,40,120,11,47,Intermediate Level,44 mins,2015-11-06T16:49:43Z,Musical Instruments,spice playing easy flamenco techniques,spice up your playing with some easy flamenco techniques! ,"['easy flamenco techniques', 'playing easy flamenco', 'flamenco techniques', 'easy flamenco', 'flamenco', 'spice playing easy', 'techniques', 'spice playing', 'playing easy', 'playing']"
2414,2414,2414,2414,2414,41890,Beginners Guide to Playing Guitar - Step-by-step System,https://www.udemy.com/beginners-guide-to-playing-guitar/,TRUE,85,384,25,98,Beginner Level,10.5 hours,2013-06-10T14:49:09Z,Musical Instruments,beginners guide playing guitar  stepbystep system,beginners guide to playing guitar - step-by-step system,"['guide playing guitar', 'guitar step step', 'beginners guide playing', 'beginners guide', 'playing guitar step', 'playing guitar', 'guitar step', 'guitar', 'guide playing', 'guide']"
2415,2415,2415,2415,2415,385684,Guitar Kick Start,https://www.udemy.com/guitar-kick-start/,FALSE,Free,3160,47,22,Beginner Level,1 hour,2015-03-19T21:16:32Z,Musical Instruments,guitar kick start,guitar kick start,"['guitar kick start', 'guitar kick', 'guitar', 'kick start', 'start', 'kick']"
2416,2416,2416,2416,2416,559438,Instant Harmonica – play Beethoven’s Ode to Joy right now!,https://www.udemy.com/instant-harmonica-play-beethovens-ode-to-joy-right-now/,TRUE,20,455,3,11,Beginner Level,1 hour,2015-07-22T21:55:34Z,Musical Instruments,instant harmonica  play beethovens ode joy right now,instant harmonica – play beethoven’s ode to joy right now!,"['instant harmonica', 'instant harmonica play', 'harmonica play beethoven', 'harmonica play', 'harmonica', 'play beethoven', 'beethoven ode joy', 'play beethoven ode', 'beethoven', 'beethoven ode']"
2417,2417,2417,2417,2417,760698,Funk Rhythm Guitar Techniques,https://www.udemy.com/funk-rhythm-guitar-techniques/,TRUE,35,82,6,7,All Levels,1.5 hours,2016-02-17T18:12:40Z,Musical Instruments,funk rhythm guitar techniques,funk rhythm guitar techniques,"['funk rhythm guitar', 'rhythm guitar techniques', 'funk rhythm', 'guitar techniques', 'rhythm guitar', 'funk', 'rhythm', 'guitar', 'techniques']"
2418,2418,2418,2418,2418,427066,Flamenco Guitar,https://www.udemy.com/flamenco-guitar-a/,TRUE,25,136,20,34,Beginner Level,4 hours,2015-12-07T21:39:25Z,Musical Instruments,flamenco guitar,flamenco guitar,"['flamenco guitar', 'flamenco', 'guitar']"
2419,2419,2419,2419,2419,444644,Learn to play the Bouzouki - Greek Bouzouki Lessons,https://www.udemy.com/greek-bouzouki-lessons/,TRUE,50,63,13,49,All Levels,1 hour,2015-03-19T18:39:23Z,Musical Instruments,learn play bouzouki  greek bouzouki lessons,learn to play the bouzouki - greek bouzouki lessons,"['greek bouzouki lessons', 'play bouzouki greek', 'learn play bouzouki', 'play bouzouki', 'bouzouki lessons', 'greek bouzouki', 'bouzouki greek bouzouki', 'bouzouki greek', 'bouzouki', 'learn play']"
2420,2420,2420,2420,2420,743846,Guitar Looper Basic Training,https://www.udemy.com/guitar-looper-basic-training/,TRUE,45,64,13,15,All Levels,1.5 hours,2016-02-29T17:06:36Z,Musical Instruments,guitar looper basic training,guitar looper basic training,"['guitar looper basic', 'looper basic training', 'guitar looper', 'looper basic', 'looper', 'guitar', 'training', 'basic training', 'basic']"
2421,2421,2421,2421,2421,741172,Piano With Willie: Jazz Kids - Vol 1,https://www.udemy.com/piano-with-willie-jazz-kids-vol-1/,TRUE,40,28,3,32,Beginner Level,4.5 hours,2016-04-13T05:49:57Z,Musical Instruments,piano willie jazz kids  vol 1,piano with willie: jazz kids - vol 1,"['piano willie jazz', 'jazz kids vol', 'piano willie', 'willie jazz kids', 'jazz kids', 'piano', 'willie jazz', 'jazz', 'willie', 'kids vol']"
2422,2422,2422,2422,2422,618396,Instant Harmonica - play the Drunken Sailor sea shanty now! ,https://www.udemy.com/instant-harmonica-play-the-drunken-sailor-sea-shanty-now/,TRUE,20,27,3,9,Beginner Level,37 mins,2015-10-18T22:42:50Z,Musical Instruments,instant harmonica  play drunken sailor sea shanty now,instant harmonica - play the drunken sailor sea shanty now! ,"['instant harmonica', 'instant harmonica play', 'harmonica play drunken', 'harmonica', 'harmonica play', 'play drunken sailor', 'sailor sea shanty', 'drunken sailor sea', 'drunken sailor', 'sea shanty']"
2423,2423,2423,2423,2423,1216340,Learn to Play Sweet Child of Mine,https://www.udemy.com/learn-to-play-sweet-child-of-mine/,TRUE,20,0,0,23,Intermediate Level,1.5 hours,2017-06-30T17:33:29Z,Musical Instruments,learn play sweet child,learn to play sweet child of mine,"['play sweet child', 'learn play sweet', 'play sweet', 'learn play', 'play', 'sweet child', 'child', 'learn', 'sweet']"
2424,2424,2424,2424,2424,787686,Bluegrass Guitar Essentials: Webisodes 1 & 2,https://www.udemy.com/bluegrass-guitar-essentials-webisodes-1-2/,FALSE,Free,970,14,9,Intermediate Level,1 hour,2016-03-20T19:36:03Z,Musical Instruments,bluegrass guitar essentials webisodes 1  2,bluegrass guitar essentials: webisodes 1 & 2,"['bluegrass guitar essentials', 'bluegrass guitar', 'guitar essentials webisodes', 'guitar essentials', 'bluegrass', 'guitar', 'essentials webisodes', 'webisodes', 'essentials']"
2425,2425,2425,2425,2425,566856,Learn Monster GODJ,https://www.udemy.com/learn-monster-godj/,FALSE,Free,991,29,12,Beginner Level,1 hour,2015-07-29T17:49:53Z,Musical Instruments,learn monster godj,learn monster godj,"['learn monster godj', 'learn monster', 'monster godj', 'godj', 'monster', 'learn']"
2426,2426,2426,2426,2426,592122,What you can learn before Piano Lessons,https://www.udemy.com/what-you-can-learn-before-piano-lessons/,FALSE,Free,61,1,31,Beginner Level,1.5 hours,2015-09-01T20:54:52Z,Musical Instruments,learn piano lessons,what you can learn before piano lessons,"['piano lessons', 'learn piano', 'learn piano lessons', 'piano', 'lessons', 'learn']"
2427,2427,2427,2427,2427,968026,Learn to Play Tabla - The Indian drums,https://www.udemy.com/learn-to-play-tabla/,FALSE,Free,1,0,20,Beginner Level,1.5 hours,2017-07-04T21:04:11Z,Musical Instruments,learn play tabla  indian drums,learn to play tabla - the indian drums,"['tabla indian drums', 'play tabla indian', 'learn play tabla', 'play tabla', 'indian drums', 'tabla indian', 'drums', 'tabla', 'learn play', 'play']"
2428,2428,2428,2428,2428,778682,Gitarre spielen wie die Profis,https://www.udemy.com/gitarrenakkordespielenwiedieprofis/,TRUE,20,1981,28,38,Beginner Level,2 hours,2016-03-21T17:32:24Z,Musical Instruments,gitarre spielen wie die profis,gitarre spielen wie die profis,"['gitarre spielen wie', 'wie die profis', 'gitarre spielen', 'die profis', 'spielen wie', 'spielen wie die', 'spielen', 'profis', 'gitarre', 'wie die']"
2429,2429,2429,2429,2429,988678,Curso de piano 101 - Tocando partituras y acordes -,https://www.udemy.com/curso-de-piano-101-tocando-partituras-y-acordes/,TRUE,170,245,26,93,All Levels,4.5 hours,2016-10-28T16:32:47Z,Musical Instruments,curso de piano 101  tocando partituras acordes ,curso de piano 101 - tocando partituras y acordes -,"['piano 101 tocando', 'piano 101', 'curso piano 101', 'curso piano', 'tocando partituras acordes', 'piano', '101 tocando partituras', 'partituras acordes', 'tocando partituras', 'partituras']"
2430,2430,2430,2430,2430,1193950,Sintetizadores e Síntese Subtrativa,https://www.udemy.com/sintetizadores-e-sintese-subtrativa/,TRUE,85,38,12,83,All Levels,5 hours,2017-05-02T18:05:23Z,Musical Instruments,sintetizadores e sntese subtrativa,sintetizadores e síntese subtrativa,"['sintetizadores síntese subtrativa', 'síntese subtrativa', 'sintetizadores síntese', 'sintetizadores', 'síntese', 'subtrativa']"
2431,2431,2431,2431,2431,592606,Spielend Klavier lernen mit Freude und Erfolg,https://www.udemy.com/spielend-klavier-lernen/,TRUE,100,255,30,53,Beginner Level,4 hours,2015-11-12T06:40:19Z,Musical Instruments,spielend klavier lernen mit freude und erfolg,spielend klavier lernen mit freude und erfolg,"['freude und erfolg', 'lernen mit freude', 'freude und', 'mit freude und', 'mit freude', 'freude', 'spielend klavier lernen', 'klavier lernen mit', 'und erfolg', 'spielend klavier']"
2432,2432,2432,2432,2432,1232356,Curso de ejercicios técnicos al piano Vol.2,https://www.udemy.com/curso-de-ejercicios-tecnicos-al-piano-vol2/,TRUE,50,62,1,22,All Levels,1 hour,2017-05-29T15:58:53Z,Musical Instruments,curso de ejercicios tcnicos al piano vol2,curso de ejercicios técnicos al piano vol.2,"['técnicos al piano', 'al piano vol', 'piano vol', 'curso ejercicios técnicos', 'piano', 'ejercicios técnicos', 'ejercicios técnicos al', 'al piano', 'curso ejercicios', 'ejercicios']"
2433,2433,2433,2433,2433,966522,Curso de ejercicios técnicos al piano Vol.1,https://www.udemy.com/aprendiendo-piano-curso-de-ejercicios-tecnicos/,TRUE,60,186,9,24,All Levels,1.5 hours,2016-09-30T17:24:49Z,Musical Instruments,curso de ejercicios tcnicos al piano vol1,curso de ejercicios técnicos al piano vol.1,"['técnicos al piano', 'al piano vol', 'piano vol', 'piano', 'curso ejercicios técnicos', 'ejercicios técnicos', 'ejercicios técnicos al', 'al piano', 'curso ejercicios', 'ejercicios']"
2434,2434,2434,2434,2434,1223310,Aprende escalas y arpegios Vol.2 : Modo menor,https://www.udemy.com/aprende-escalas-y-arpegios-vol2-modo-menor/,TRUE,50,62,1,49,All Levels,2.5 hours,2017-05-29T15:49:40Z,Musical Instruments,aprende escalas arpegios vol2  modo menor,aprende escalas y arpegios vol.2 : modo menor,"['aprende escalas arpegios', 'escalas arpegios vol', 'escalas arpegios', 'aprende escalas', 'modo menor', 'vol modo menor', 'arpegios vol modo', 'arpegios vol', 'arpegios', 'menor']"
2435,2435,2435,2435,2435,933814,Instant Harmonica - play Blowing in the Wind + Popeye theme!,https://www.udemy.com/instant-harmonica-play-blowing-in-the-wind-popeye-theme/,TRUE,40,13,1,24,All Levels,1.5 hours,2016-09-23T16:18:59Z,Musical Instruments,instant harmonica  play blowing wind  popeye theme,instant harmonica - play blowing in the wind + popeye theme!,"['instant harmonica', 'instant harmonica play', 'wind popeye theme', 'harmonica play', 'harmonica play blowing', 'wind popeye', 'harmonica', 'blowing wind popeye', 'popeye theme', 'popeye']"
2436,2436,2436,2436,2436,618334,Instant Harmonica - play jazzy Autumn Leaves now (part one),https://www.udemy.com/instant-harmonica-play-jazzy-autumn-leaves-now-part-one/,TRUE,20,25,1,10,Beginner Level,39 mins,2015-10-19T18:40:45Z,Musical Instruments,instant harmonica  play jazzy autumn leaves part one,instant harmonica - play jazzy autumn leaves now (part one),"['harmonica play jazzy', 'instant harmonica play', 'harmonica play', 'instant harmonica', 'play jazzy autumn', 'harmonica', 'jazzy autumn leaves', 'jazzy autumn', 'play jazzy', 'autumn leaves']"
2437,2437,2437,2437,2437,812610,Trumpet Lessons For Beginners,https://www.udemy.com/the-music-coach-online-trumpet-lesson-program/,TRUE,95,17,3,35,Beginner Level,2.5 hours,2016-04-06T20:04:46Z,Musical Instruments,trumpet lessons beginners,trumpet lessons for beginners,"['trumpet lessons beginners', 'trumpet lessons', 'trumpet', 'lessons beginners', 'beginners', 'lessons']"
2438,2438,2438,2438,2438,23861,Guitar - Rock - Beginner/Intermediate with Marc Seal,https://www.udemy.com/guitar-rock-beginner-intermediate-with-marc-seal/,TRUE,20,36,4,40,Beginner Level,1.5 hours,2012-10-07T00:47:57Z,Musical Instruments,guitar  rock  beginnerintermediate marc seal,guitar - rock - beginner/intermediate with marc seal,"['guitar rock beginner', 'rock beginner', 'rock beginner intermediate', 'guitar rock', 'guitar', 'beginner intermediate marc', 'intermediate marc seal', 'marc seal', 'beginner', 'beginner intermediate']"
2439,2439,2439,2439,2439,1191088,Learn to play in the Key of G on any Bluegrass Instrument,https://www.udemy.com/how-to-improvise-in-the-key-of-g-on-any-bluegrass-instrument/,FALSE,Free,349,3,36,All Levels,2.5 hours,2017-05-29T17:27:42Z,Musical Instruments,learn play key g bluegrass instrument,learn to play in the key of g on any bluegrass instrument,"['play key bluegrass', 'key bluegrass instrument', 'bluegrass instrument', 'key bluegrass', 'bluegrass', 'learn play key', 'play key', 'instrument', 'learn play', 'play']"
2440,2440,2440,2440,2440,22825,Beginner Guitar Method,https://www.udemy.com/beginner-guitar/,TRUE,200,85,2,23,Beginner Level,4 hours,2012-10-31T04:13:51Z,Musical Instruments,beginner guitar method,beginner guitar method,"['beginner guitar method', 'guitar method', 'beginner guitar', 'guitar', 'beginner', 'method']"
2441,2441,2441,2441,2441,568322,How to Play Dan Fogelberg Songs on Guitar,https://www.udemy.com/how-to-play-dan-fogelberg-songs-on-guitar/,TRUE,25,24,1,49,Intermediate Level,4.5 hours,2016-03-29T16:57:54Z,Musical Instruments,play dan fogelberg songs guitar,how to play dan fogelberg songs on guitar,"['fogelberg songs guitar', 'dan fogelberg songs', 'fogelberg songs', 'play dan fogelberg', 'songs guitar', 'dan fogelberg', 'guitar', 'play dan', 'fogelberg', 'dan']"
2442,2442,2442,2442,2442,1146288,Jews Harp - Advanced course,https://www.udemy.com/jews-harp-advanced-course/,TRUE,30,26,1,52,Expert Level,3.5 hours,2017-03-30T18:45:06Z,Musical Instruments,jews harp  advanced course,jews harp - advanced course,"['jews harp advanced', 'jews harp', 'harp advanced', 'harp advanced course', 'harp', 'jews', 'advanced course', 'course', 'advanced']"
2443,2443,2443,2443,2443,618370,Instant Harmonica - play jazzy Autumn Leaves now (part two),https://www.udemy.com/instant-harmonica-play-jazzy-autumn-leaves-now-part-two/,TRUE,20,19,1,9,Beginner Level,32 mins,2015-10-19T20:13:21Z,Musical Instruments,instant harmonica  play jazzy autumn leaves part two,instant harmonica - play jazzy autumn leaves now (part two),"['harmonica play jazzy', 'instant harmonica play', 'harmonica play', 'instant harmonica', 'play jazzy autumn', 'jazzy autumn leaves', 'harmonica', 'jazzy autumn', 'play jazzy', 'autumn leaves']"
2444,2444,2444,2444,2444,200722,Jazz Guitar Reharmonization for Autumn Leaves,https://www.udemy.com/jazz-guitar-reharmonization-for-autumn-leaves/,TRUE,20,30,1,15,All Levels,37 mins,2014-07-03T09:25:51Z,Musical Instruments,jazz guitar reharmonization autumn leaves,jazz guitar reharmonization for autumn leaves,"['guitar reharmonization autumn', 'jazz guitar reharmonization', 'guitar reharmonization', 'reharmonization autumn leaves', 'reharmonization autumn', 'reharmonization', 'jazz guitar', 'autumn leaves', 'autumn', 'guitar']"
2445,2445,2445,2445,2445,809968,Tenor Saxophone Lessons For Beginners,https://www.udemy.com/the-music-coach-online-tenor-saxophone-lesson-program/,TRUE,95,45,5,43,Beginner Level,3 hours,2016-04-04T18:44:36Z,Musical Instruments,tenor saxophone lessons beginners,tenor saxophone lessons for beginners,"['tenor saxophone lessons', 'saxophone lessons beginners', 'saxophone lessons', 'tenor saxophone', 'saxophone', 'lessons beginners', 'tenor', 'beginners', 'lessons']"
