,Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,Simplified_Title,course_title_l,keywords
457,615,International Marketing & Cross Industry Growth,Yonsei University,SPECIALIZATION,4.6,Beginner,26k,international marketing  cross industry growth,international marketing & cross industry growth,"['cross industry growth', 'marketing cross industry', 'international marketing', 'international marketing cross', 'industry growth', 'cross industry', 'marketing cross', 'marketing', 'industry', 'international']"
458,346,International Organizations Management,University of Geneva,COURSE,4.8,Beginner,20k,international organizations management,international organizations management,"['international organizations management', 'international organizations', 'organizations management', 'organizations', 'international', 'management']"
459,447,International Security Management,Erasmus University Rotterdam,COURSE,4.5,Beginner,2.2k,international security management,international security management,"['international security management', 'international security', 'security management', 'security', 'international', 'management']"
460,193,International Women's Health and Human Rights,Stanford University,COURSE,4.9,Beginner,35k,international womens health human rights,international women's health and human rights,"['international women health', 'women health human', 'women health', 'health human rights', 'international women', 'human rights', 'health human', 'women', 'health', 'rights']"
461,593,International migrations: a global issue,Sciences Po,COURSE,4.6,Beginner,11k,international migrations global issue,international migrations: a global issue,"['international migrations global', 'international migrations', 'migrations', 'migrations global', 'migrations global issue', 'international', 'global issue', 'global', 'issue']"
462,667,Internet Connection: How to Get Online?,Cisco,COURSE,4.7,Beginner,36k,internet connection online,internet connection: how to get online?,"['internet connection online', 'internet connection', 'connection online', 'internet', 'connection', 'online']"
463,834,Internet Giants: The Law and Economics of Media Platforms,The University of Chicago,COURSE,4.8,Mixed,38k,internet giants law economics media platforms,internet giants: the law and economics of media platforms,"['internet giants law', 'internet giants', 'media platforms', 'economics media platforms', 'law economics media', 'giants law economics', 'economics media', 'law economics', 'platforms', 'media']"
464,582,Interviewing and Resume Writing in English,"University of Maryland, College Park",SPECIALIZATION,4.6,Intermediate,66k,interviewing resume writing english,interviewing and resume writing in english,"['interviewing resume writing', 'resume writing english', 'interviewing resume', 'resume writing', 'writing english', 'resume', 'interviewing', 'english', 'writing']"
465,495,Introducción a Data Science: Programación Estadística con R,Universidad Nacional Autónoma de México,COURSE,4.7,Beginner,140k,introduccin data science programacin estadstica con r,introducción a data science: programación estadística con r,"['introducción data science', 'data science programación', 'data science', 'introducción data', 'science programación estadística', 'programación estadística', 'science programación', 'data', 'programación', 'introducción']"
466,327,Introducción a la programación en Python I: Aprendiendo a programar con Python,Pontificia Universidad Católica de Chile,COURSE,4.4,Beginner,100k,introduccin la programacin en python i aprendiendo programar con python,introducción a la programación en python i: aprendiendo a programar con python,"['programación en python', 'aprendiendo programar python', 'python aprendiendo programar', 'python aprendiendo', 'introducción la programación', 'programar python', 'en python aprendiendo', 'python', 'aprendiendo programar', 'la programación en']"
467,844,Introduction aux Droits de l’Homme,University of Geneva,COURSE,4.8,Mixed,46k,introduction aux droits de lhomme,introduction aux droits de l’homme,"['introduction aux droits', 'aux droits homme', 'droits homme', 'aux droits', 'homme', 'droits', 'introduction', 'introduction aux', 'aux']"
468,830,Introduction to Ableton Live,Berklee College of Music,COURSE,4.8,Mixed,60k,introduction ableton live,introduction to ableton live,"['introduction ableton live', 'ableton live', 'introduction ableton', 'ableton', 'live', 'introduction']"
469,427,Introduction to Artificial Intelligence (AI),IBM,COURSE,4.7,Beginner,44k,introduction artificial intelligence ai,introduction to artificial intelligence (ai),"['introduction artificial intelligence', 'artificial intelligence', 'artificial intelligence ai', 'intelligence ai', 'ai', 'introduction artificial', 'intelligence', 'introduction', 'artificial']"
470,862,Introduction to Big Data,University of California San Diego,COURSE,4.6,Mixed,160k,introduction big data,introduction to big data,"['introduction big data', 'big data', 'data', 'introduction big', 'introduction', 'big']"
471,608,Introduction to Blockchain Technologies,INSEAD,COURSE,4.7,Beginner,16k,introduction blockchain technologies,introduction to blockchain technologies,"['introduction blockchain technologies', 'introduction blockchain', 'blockchain technologies', 'blockchain', 'technologies', 'introduction']"
472,620,Introduction to Breast Cancer,Yale University,COURSE,4.9,Mixed,27k,introduction breast cancer,introduction to breast cancer,"['introduction breast cancer', 'breast cancer', 'introduction breast', 'breast', 'cancer', 'introduction']"
473,713,Introduction to Business Analytics: Communicating with Data,University of Illinois at Urbana-Champaign,COURSE,4.7,Intermediate,14k,introduction business analytics communicating data,introduction to business analytics: communicating with data,"['business analytics communicating', 'introduction business analytics', 'analytics communicating data', 'business analytics', 'analytics communicating', 'analytics', 'data', 'introduction business', 'communicating data', 'business']"
474,664,Introduction to CSS3,University of Michigan,COURSE,4.8,Mixed,84k,introduction css3,introduction to css3,"['introduction css3', 'css3', 'introduction']"
475,412,Introduction to Calculus,The University of Sydney,COURSE,4.8,Intermediate,53k,introduction calculus,introduction to calculus,"['introduction calculus', 'calculus', 'introduction']"
476,879,Introduction to Chemistry:  Reactions and Ratios,Duke University,COURSE,4.8,Beginner,46k,introduction chemistry reactions ratios,introduction to chemistry:  reactions and ratios,"['chemistry reactions ratios', 'reactions ratios', 'introduction chemistry reactions', 'chemistry reactions', 'introduction chemistry', 'chemistry', 'ratios', 'reactions', 'introduction']"
477,421,Introduction to Classical Music,Yale University,COURSE,4.9,Mixed,150k,introduction classical music,introduction to classical music,"['introduction classical music', 'classical music', 'introduction classical', 'classical', 'music', 'introduction']"
478,594,Introduction to Cloud Computing,IBM,COURSE,4.6,Beginner,2.6k,introduction cloud computing,introduction to cloud computing,"['introduction cloud computing', 'cloud computing', 'introduction cloud', 'cloud', 'computing', 'introduction']"
479,780,Introduction to Computer Programming,"Goldsmiths, University of London",COURSE,4.3,Beginner,20k,introduction computer programming,introduction to computer programming,"['introduction computer programming', 'computer programming', 'introduction computer', 'programming', 'introduction', 'computer']"
480,254,Introduction to Computer Science and Programming,"Goldsmiths, University of London",SPECIALIZATION,4.3,Beginner,32k,introduction computer science programming,introduction to computer science and programming,"['introduction computer science', 'computer science programming', 'introduction computer', 'science programming', 'computer science', 'programming', 'introduction', 'computer', 'science']"
481,336,Introduction to Corporate Finance,University of Pennsylvania,COURSE,4.6,Mixed,130k,introduction corporate finance,introduction to corporate finance,"['introduction corporate finance', 'corporate finance', 'finance', 'introduction corporate', 'corporate', 'introduction']"
482,723,Introduction to Cyber Attacks,New York University,COURSE,4.7,Beginner,27k,introduction cyber attacks,introduction to cyber attacks,"['introduction cyber attacks', 'cyber attacks', 'introduction cyber', 'cyber', 'attacks', 'introduction']"
483,183,Introduction to Cyber Security,New York University,SPECIALIZATION,4.7,Beginner,32k,introduction cyber security,introduction to cyber security,"['introduction cyber security', 'cyber security', 'introduction cyber', 'security', 'cyber', 'introduction']"
484,469,Introduction to Cybersecurity Tools & Cyber Attacks,IBM,COURSE,4.5,Beginner,30k,introduction cybersecurity tools  cyber attacks,introduction to cybersecurity tools & cyber attacks,"['introduction cybersecurity tools', 'cybersecurity tools cyber', 'cybersecurity tools', 'tools cyber attacks', 'introduction cybersecurity', 'tools cyber', 'cyber attacks', 'cybersecurity', 'tools', 'cyber']"
485,548,Introduction to Data Analysis Using Excel,Rice University,COURSE,4.7,Mixed,99k,introduction data analysis excel,introduction to data analysis using excel,"['analysis using excel', 'data analysis using', 'data analysis', 'introduction data analysis', 'using excel', 'analysis using', 'introduction data', 'excel', 'analysis', 'data']"
486,1,Introduction to Data Science,IBM,SPECIALIZATION,4.6,Beginner,310k,introduction data science,introduction to data science,"['introduction data science', 'data science', 'introduction data', 'data', 'introduction', 'science']"
487,187,Introduction to Data Science in Python,University of Michigan,COURSE,4.5,Intermediate,390k,introduction data science python,introduction to data science in python,"['data science python', 'introduction data science', 'science python', 'data science', 'introduction data', 'python', 'data', 'science', 'introduction']"
488,253,Introduction to Dental Medicine,University of Pennsylvania,COURSE,4.8,Beginner,25k,introduction dental medicine,introduction to dental medicine,"['introduction dental medicine', 'introduction dental', 'dental medicine', 'dental', 'medicine', 'introduction']"
489,196,Introduction to Discrete Mathematics for Computer Science,National Research University Higher School of Economics,SPECIALIZATION,4.4,Beginner,75k,introduction discrete mathematics computer science,introduction to discrete mathematics for computer science,"['introduction discrete mathematics', 'introduction discrete', 'discrete mathematics computer', 'discrete mathematics', 'mathematics computer science', 'computer science', 'mathematics computer', 'discrete', 'mathematics', 'introduction']"
490,745,Introduction to Electronics,Georgia Institute of Technology,COURSE,4.7,Mixed,110k,introduction electronics,introduction to electronics,"['introduction electronics', 'electronics', 'introduction']"
491,649,Introduction to Embedded Systems Software and Development Environments,University of Colorado Boulder,COURSE,4.5,Intermediate,41k,introduction embedded systems software development environments,introduction to embedded systems software and development environments,"['embedded systems software', 'introduction embedded systems', 'embedded systems', 'systems software development', 'software development environments', 'development environments', 'systems software', 'software development', 'software', 'development']"
492,628,Introduction to Engineering Mechanics,Georgia Institute of Technology,COURSE,4.7,Mixed,150k,introduction engineering mechanics,introduction to engineering mechanics,"['introduction engineering mechanics', 'engineering mechanics', 'introduction engineering', 'mechanics', 'engineering', 'introduction']"
493,511,Introduction to Environmental Law and Policy,The University of North Carolina at Chapel Hill,COURSE,4.8,Mixed,34k,introduction environmental law policy,introduction to environmental law and policy,"['introduction environmental law', 'environmental law policy', 'environmental law', 'introduction environmental', 'law policy', 'environmental', 'law', 'policy', 'introduction']"
494,204,Introduction to Financial Accounting,University of Pennsylvania,COURSE,4.7,Mixed,200k,introduction financial accounting,introduction to financial accounting,"['introduction financial accounting', 'financial accounting', 'accounting', 'introduction financial', 'financial', 'introduction']"
495,377,Introduction to Forensic Science,"Nanyang Technological University, Singapore",COURSE,4.9,Mixed,47k,introduction forensic science,introduction to forensic science,"['introduction forensic science', 'forensic science', 'introduction forensic', 'forensic', 'science', 'introduction']"
496,850,Introduction to Game Development,Michigan State University,COURSE,4.8,Mixed,79k,introduction game development,introduction to game development,"['introduction game development', 'game development', 'introduction game', 'development', 'game', 'introduction']"
497,499,Introduction to Genetics and Evolution,Duke University,COURSE,4.8,Mixed,74k,introduction genetics evolution,introduction to genetics and evolution,"['introduction genetics evolution', 'genetics evolution', 'introduction genetics', 'genetics', 'evolution', 'introduction']"
498,878,Introduction to Genomic Technologies,Johns Hopkins University,COURSE,4.6,Mixed,42k,introduction genomic technologies,introduction to genomic technologies,"['introduction genomic technologies', 'genomic technologies', 'genomic', 'introduction genomic', 'technologies', 'introduction']"
499,307,Introduction to HTML5,University of Michigan,COURSE,4.7,Mixed,220k,introduction html5,introduction to html5,"['introduction html5', 'html5', 'introduction']"
500,774,Introduction to Imagemaking,California Institute of the Arts,COURSE,4.5,Beginner,54k,introduction imagemaking,introduction to imagemaking,"['introduction imagemaking', 'imagemaking', 'introduction']"
501,689,Introduction to Intellectual Property,University of Pennsylvania,COURSE,4.8,Beginner,6k,introduction intellectual property,introduction to intellectual property,"['introduction intellectual property', 'intellectual property', 'property', 'introduction intellectual', 'intellectual', 'introduction']"
502,417,Introduction to International Criminal Law,Case Western Reserve University,COURSE,4.8,Mixed,82k,introduction international criminal law,introduction to international criminal law,"['international criminal law', 'introduction international criminal', 'international criminal', 'criminal law', 'introduction international', 'law', 'criminal', 'international', 'introduction']"
503,136,Introduction to Marketing,University of Pennsylvania,COURSE,4.8,Mixed,220k,introduction marketing,introduction to marketing,"['introduction marketing', 'marketing', 'introduction']"
504,340,Introduction to Mathematical Thinking,Stanford University,COURSE,4.8,Intermediate,270k,introduction mathematical thinking,introduction to mathematical thinking,"['introduction mathematical thinking', 'mathematical thinking', 'introduction mathematical', 'mathematical', 'thinking', 'introduction']"
505,533,Introduction to Operations Management,University of Pennsylvania,COURSE,4.5,Mixed,87k,introduction operations management,introduction to operations management,"['introduction operations management', 'operations management', 'operations', 'introduction operations', 'management', 'introduction']"
506,542,Introduction to Personal Branding,University of Virginia,COURSE,4.4,Beginner,140k,introduction personal branding,introduction to personal branding,"['introduction personal branding', 'personal branding', 'branding', 'introduction personal', 'personal', 'introduction']"
507,235,Introduction to Philosophy,The University of Edinburgh,COURSE,4.6,Mixed,370k,introduction philosophy,introduction to philosophy,"['introduction philosophy', 'philosophy', 'introduction']"
508,617,Introduction to Portfolio Construction and Analysis with Python,EDHEC Business School,COURSE,4.8,Mixed,11k,introduction portfolio construction analysis python,introduction to portfolio construction and analysis with python,"['portfolio construction analysis', 'introduction portfolio construction', 'portfolio construction', 'portfolio', 'introduction portfolio', 'analysis python', 'construction analysis python', 'python', 'analysis', 'construction analysis']"
509,473,Introduction to Probability and Data,Duke University,COURSE,4.7,Beginner,160k,introduction probability data,introduction to probability and data,"['introduction probability data', 'probability data', 'introduction probability', 'probability', 'data', 'introduction']"
510,190,Introduction to Programming in C,Duke University,SPECIALIZATION,4.7,Beginner,82k,introduction programming c,introduction to programming in c,"['introduction programming', 'programming', 'introduction']"
511,308,Introduction to Programming with MATLAB,Vanderbilt University,COURSE,4.8,Beginner,270k,introduction programming matlab,introduction to programming with matlab,"['introduction programming matlab', 'programming matlab', 'matlab', 'introduction programming', 'programming', 'introduction']"
512,29,Introduction to Psychology,Yale University,COURSE,4.9,Beginner,270k,introduction psychology,introduction to psychology,"['introduction psychology', 'psychology', 'introduction']"
513,293,Introduction to Scripting in Python,Rice University,SPECIALIZATION,4.7,Beginner,49k,introduction scripting python,introduction to scripting in python,"['introduction scripting python', 'scripting python', 'scripting', 'introduction scripting', 'python', 'introduction']"
514,729,Introduction to Self-Driving Cars,University of Toronto,COURSE,4.8,Advanced,39k,introduction selfdriving cars,introduction to self-driving cars,"['introduction self driving', 'self driving cars', 'self driving', 'driving', 'driving cars', 'cars', 'self', 'introduction self', 'introduction']"
515,339,Introduction to Spreadsheets and Models,University of Pennsylvania,COURSE,4.2,Mixed,76k,introduction spreadsheets models,introduction to spreadsheets and models,"['introduction spreadsheets models', 'spreadsheets models', 'introduction spreadsheets', 'spreadsheets', 'models', 'introduction']"
516,766,Introduction to Statistics & Data Analysis in Public Health,Imperial College London,COURSE,4.7,Beginner,12k,introduction statistics  data analysis public health,introduction to statistics & data analysis in public health,"['analysis public health', 'introduction statistics data', 'statistics data analysis', 'introduction statistics', 'statistics data', 'data analysis', 'statistics', 'public health', 'data analysis public', 'health']"
517,312,Introduction to Sustainability,University of Illinois at Urbana-Champaign,COURSE,4.8,Mixed,69k,introduction sustainability,introduction to sustainability,"['introduction sustainability', 'sustainability', 'introduction']"
518,250,Introduction to Systematic Review and Meta-Analysis,Johns Hopkins University,COURSE,4.8,Mixed,67k,introduction systematic review metaanalysis,introduction to systematic review and meta-analysis,"['introduction systematic review', 'systematic review', 'systematic review meta', 'review meta analysis', 'meta analysis', 'introduction systematic', 'review meta', 'introduction', 'systematic', 'meta']"
519,758,Introduction to Systems Engineering,UNSW Sydney (The University of New South Wales),COURSE,4.7,Mixed,33k,introduction systems engineering,introduction to systems engineering,"['introduction systems engineering', 'systems engineering', 'systems', 'introduction systems', 'engineering', 'introduction']"
520,230,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",deeplearning.ai,COURSE,4.7,Intermediate,150k,introduction tensorflow artificial intelligence machine learning deep learning,"introduction to tensorflow for artificial intelligence, machine learning, and deep learning","['introduction tensorflow', 'introduction tensorflow artificial', 'tensorflow artificial intelligence', 'tensorflow', 'tensorflow artificial', 'deep learning', 'learning deep learning', 'machine learning deep', 'learning deep', 'machine learning']"
521,735,Introduction to Thermodynamics: Transferring Energy from Here to There,University of Michigan,COURSE,4.8,Beginner,4.1k,introduction thermodynamics transferring energy,introduction to thermodynamics: transferring energy from here to there,"['thermodynamics transferring energy', 'introduction thermodynamics transferring', 'thermodynamics transferring', 'introduction thermodynamics', 'transferring energy', 'thermodynamics', 'energy', 'transferring', 'introduction']"
522,659,"Introduction to Trading, Machine Learning & GCP",New York Institute of Finance,COURSE,4.0,Intermediate,13k,introduction trading machine learning  gcp,"introduction to trading, machine learning & gcp","['trading machine learning', 'machine learning gcp', 'introduction trading', 'introduction trading machine', 'trading machine', 'learning gcp', 'machine learning', 'trading', 'gcp', 'learning']"
523,557,Introduction to Typography,California Institute of the Arts,COURSE,4.8,Beginner,72k,introduction typography,introduction to typography,"['introduction typography', 'typography', 'introduction']"
524,428,Introduction to User Experience Design,Georgia Institute of Technology,COURSE,4.5,Beginner,87k,introduction user experience design,introduction to user experience design,"['user experience design', 'introduction user experience', 'user experience', 'experience design', 'design', 'introduction user', 'introduction', 'experience', 'user']"
525,744,Introduction to User Experience Principles and Processes,University of Michigan,COURSE,4.8,Beginner,16k,introduction user experience principles processes,introduction to user experience principles and processes,"['user experience principles', 'introduction user experience', 'user experience', 'experience principles processes', 'experience principles', 'principles processes', 'processes', 'introduction user', 'principles', 'experience']"
526,625,Introduction to Web Development,"University of California, Davis",COURSE,4.7,Beginner,76k,introduction web development,introduction to web development,"['introduction web development', 'web development', 'introduction web', 'web', 'development', 'introduction']"
527,194,Introduction to the Biology of Cancer,Johns Hopkins University,COURSE,4.8,Beginner,110k,introduction biology cancer,introduction to the biology of cancer,"['introduction biology cancer', 'biology cancer', 'introduction biology', 'cancer', 'biology', 'introduction']"
528,270,Introductory Human Physiology,Duke University,COURSE,4.7,Mixed,270k,introductory human physiology,introductory human physiology,"['introductory human physiology', 'human physiology', 'physiology', 'introductory human', 'introductory', 'human']"
529,741,Introdução aos Princípios e Práticas da Gestão De Projetos,Universidade de São Paulo,SPECIALIZATION,4.9,Beginner,4.5k,introduo aos princpios e prticas da gesto de projetos,introdução aos princípios e práticas da gestão de projetos,"['introdução aos princípios', 'princípios práticas da', 'da gestão projetos', 'práticas da gestão', 'princípios práticas', 'aos princípios práticas', 'gestão projetos', 'introdução aos', 'projetos', 'introdução']"
530,866,Introdução à Ciência da Computação com Python Parte 1,Universidade de São Paulo,COURSE,4.9,Beginner,120k,introduo  cincia da computao com python parte 1,introdução à ciência da computação com python parte 1,"['computação com python', 'com python parte', 'python parte', 'com python', 'python', 'ciência da computação', 'da computação', 'da computação com', 'computação', 'computação com']"
531,80,Investment Management,University of Geneva,SPECIALIZATION,4.7,Beginner,99k,investment management,investment management,"['investment management', 'investment', 'management']"
532,147,Investment Management with Python and Machine Learning,EDHEC Business School,SPECIALIZATION,4.6,Beginner,14k,investment management python machine learning,investment management with python and machine learning,"['investment management python', 'investment management', 'python machine learning', 'management python', 'investment', 'management python machine', 'machine learning', 'python machine', 'python', 'learning']"
533,195,Investment and Portfolio Management,Rice University,SPECIALIZATION,4.5,Beginner,49k,investment portfolio management,investment and portfolio management,"['investment portfolio management', 'portfolio management', 'investment portfolio', 'investment', 'portfolio', 'management']"
534,639,Japanese for beginners 1,Saint Petersburg State University,COURSE,4.6,Beginner,4.4k,japanese beginners 1,japanese for beginners 1,"['japanese beginners', 'japanese', 'beginners']"
535,45,Java Programming and Software Engineering Fundamentals,Duke University,SPECIALIZATION,4.6,Beginner,380k,java programming software engineering fundamentals,java programming and software engineering fundamentals,"['software engineering fundamentals', 'java programming', 'programming software engineering', 'java programming software', 'software engineering', 'java', 'programming', 'programming software', 'fundamentals', 'engineering fundamentals']"
536,518,Java Programming: Solving Problems with Software,Duke University,COURSE,4.6,Beginner,160k,java programming solving problems software,java programming: solving problems with software,"['java programming solving', 'java programming', 'programming solving problems', 'solving problems software', 'programming solving', 'java', 'programming', 'problems software', 'solving problems', 'software']"
537,586,Julia Scientific Programming,University of Cape Town,COURSE,4.5,Beginner,22k,julia scientific programming,julia scientific programming,"['julia scientific programming', 'scientific programming', 'julia scientific', 'julia', 'programming', 'scientific']"
538,546,Kotlin for Java Developers,JetBrains,COURSE,4.7,Intermediate,37k,kotlin java developers,kotlin for java developers,"['kotlin java developers', 'kotlin java', 'kotlin', 'java developers', 'java', 'developers']"
539,516,L'excellence opérationnelle en pratique,ESSEC Business School,COURSE,4.7,Beginner,8k,lexcellence oprationnelle en pratique,l'excellence opérationnelle en pratique,"['excellence opérationnelle en', 'excellence opérationnelle', 'opérationnelle en pratique', 'opérationnelle en', 'excellence', 'opérationnelle', 'en pratique', 'pratique', 'en']"
540,750,"L'impact investing, la finance qui change le monde",ESSEC Business School,SPECIALIZATION,4.6,Beginner,6.3k,limpact investing la finance qui change le monde,"l'impact investing, la finance qui change le monde","['impact investing', 'impact investing la', 'investing la finance', 'finance', 'investing', 'finance qui', 'la finance qui', 'finance qui change', 'la finance', 'investing la']"
541,654,Leadership Development for Engineers,Rice University,SPECIALIZATION,4.7,Beginner,17k,leadership development engineers,leadership development for engineers,"['leadership development engineers', 'leadership development', 'leadership', 'engineers', 'development engineers', 'development']"
542,577,Leadership in 21st Century Organizations,Copenhagen Business School,COURSE,4.7,Mixed,34k,leadership 21st century organizations,leadership in 21st century organizations,"['leadership 21st century', '21st century organizations', 'leadership 21st', 'leadership', 'century organizations', '21st century', 'organizations', 'century', '21st']"
543,656,Leading Healthcare Quality and Safety,The George Washington University,COURSE,4.8,Beginner,16k,leading healthcare quality safety,leading healthcare quality and safety,"['leading healthcare quality', 'healthcare quality safety', 'healthcare quality', 'leading healthcare', 'quality safety', 'healthcare', 'safety', 'leading', 'quality']"
544,61,Leading People and Teams,University of Michigan,SPECIALIZATION,4.7,Beginner,220k,leading people teams,leading people and teams,"['leading people teams', 'leading people', 'leading', 'people teams', 'teams', 'people']"
545,755,"Leading for Equity, Diversity and Inclusion in Higher Education",University of Michigan,COURSE,4.7,Intermediate,5.9k,leading equity diversity inclusion higher education,"leading for equity, diversity and inclusion in higher education","['inclusion higher education', 'equity diversity inclusion', 'diversity inclusion', 'leading equity diversity', 'diversity inclusion higher', 'equity diversity', 'diversity', 'leading', 'higher education', 'inclusion']"
546,433,Leading: Human Resource Management and Leadership,Macquarie University,SPECIALIZATION,4.8,Intermediate,16k,leading human resource management leadership,leading: human resource management and leadership,"['leading human resource', 'human resource management', 'resource management leadership', 'management leadership', 'leadership', 'human resource', 'leading human', 'management', 'leading', 'resource management']"
547,155,Learn Chinese: HSK Test Preparation,Peking University,SPECIALIZATION,4.8,Beginner,43k,learn chinese hsk test preparation,learn chinese: hsk test preparation,"['learn chinese hsk', 'chinese hsk test', 'hsk test preparation', 'chinese hsk', 'learn chinese', 'hsk test', 'hsk', 'test preparation', 'chinese', 'preparation']"
548,786,Learn English,Tsinghua University,SPECIALIZATION,4.3,Beginner,22k,learn english,learn english,"['learn english', 'english', 'learn']"
549,394,Learn English: Advanced Academic Speaking and Listening,"University of California, Irvine",SPECIALIZATION,4.5,Intermediate,78k,learn english advanced academic speaking listening,learn english: advanced academic speaking and listening,"['advanced academic speaking', 'academic speaking listening', 'learn english advanced', 'academic speaking', 'english advanced academic', 'english advanced', 'speaking listening', 'learn english', 'english', 'listening']"
550,271,Learn English: Advanced Grammar and Punctuation,"University of California, Irvine",SPECIALIZATION,4.8,Advanced,52k,learn english advanced grammar punctuation,learn english: advanced grammar and punctuation,"['advanced grammar punctuation', 'english advanced grammar', 'advanced grammar', 'grammar punctuation', 'learn english advanced', 'english advanced', 'grammar', 'punctuation', 'learn english', 'english']"
551,172,Learn English: Intermediate Grammar,"University of California, Irvine",SPECIALIZATION,4.7,Intermediate,120k,learn english intermediate grammar,learn english: intermediate grammar,"['english intermediate grammar', 'intermediate grammar', 'learn english intermediate', 'english intermediate', 'grammar', 'learn english', 'english', 'intermediate', 'learn']"
552,360,Learn Mandarin Chinese,Shanghai Jiao Tong University,SPECIALIZATION,4.8,Beginner,39k,learn mandarin chinese,learn mandarin chinese,"['learn mandarin chinese', 'learn mandarin', 'mandarin chinese', 'mandarin', 'chinese', 'learn']"
553,74,Learn SQL Basics for Data Science,"University of California, Davis",SPECIALIZATION,4.6,Beginner,160k,learn sql basics data science,learn sql basics for data science,"['learn sql basics', 'learn sql', 'sql basics', 'sql basics data', 'basics data science', 'sql', 'basics data', 'data science', 'data', 'learn']"
554,112,Learn Spanish: Basic Spanish Vocabulary,"University of California, Davis",SPECIALIZATION,4.6,Beginner,80k,learn spanish basic spanish vocabulary,learn spanish: basic spanish vocabulary,"['basic spanish vocabulary', 'spanish vocabulary', 'spanish basic spanish', 'learn spanish basic', 'basic spanish', 'spanish basic', 'learn spanish', 'vocabulary', 'spanish', 'learn']"
555,260,Learn to Program: The Fundamentals,University of Toronto,COURSE,4.8,Beginner,180k,learn program fundamentals,learn to program: the fundamentals,"['learn program fundamentals', 'program fundamentals', 'learn program', 'program', 'fundamentals', 'learn']"
556,311,Learn to Speak Korean 1,Yonsei University,COURSE,4.9,Beginner,120k,learn speak korean 1,learn to speak korean 1,"['learn speak korean', 'speak korean', 'korean', 'learn speak', 'learn', 'speak']"
557,90,Learning to Teach Online,UNSW Sydney (The University of New South Wales),COURSE,4.7,Beginner,68k,learning teach online,learning to teach online,"['learning teach online', 'teach online', 'learning teach', 'learning', 'teach', 'online']"
558,839,Legal Tech & Startups,IE Business School,COURSE,4.5,Intermediate,7.2k,legal tech  startups,legal tech & startups,"['legal tech startups', 'tech startups', 'legal tech', 'startups', 'tech', 'legal']"
559,541,Les Fondamentaux de la Négociation,ESSEC Business School,COURSE,4.7,Beginner,10k,les fondamentaux de la ngociation,les fondamentaux de la négociation,"['fondamentaux la négociation', 'la négociation', 'négociation', 'les fondamentaux la', 'fondamentaux la', 'les fondamentaux', 'fondamentaux', 'les', 'la']"
560,699,Liderazgo efectivo para el siglo XXI,Universidad de los Andes,SPECIALIZATION,4.8,Intermediate,23k,liderazgo efectivo para el siglo xxi,liderazgo efectivo para el siglo xxi,"['liderazgo efectivo para', 'para el siglo', 'liderazgo efectivo', 'el siglo xxi', 'efectivo para el', 'el siglo', 'siglo xxi', 'efectivo para', 'siglo', 'liderazgo']"
561,843,Linear Circuits 1: DC Analysis,Georgia Institute of Technology,COURSE,4.6,Mixed,29k,linear circuits 1 dc analysis,linear circuits 1: dc analysis,"['circuits dc analysis', 'linear circuits dc', 'linear circuits', 'dc analysis', 'circuits dc', 'circuits', 'linear', 'dc', 'analysis']"
562,769,Love as a Force for Social Justice,Stanford University,COURSE,4.7,Beginner,14k,love force social justice,love as a force for social justice,"['force social justice', 'love force social', 'social justice', 'love force', 'love', 'force social', 'justice', 'social', 'force']"
563,181,Machine Learning,University of Washington,SPECIALIZATION,4.6,Intermediate,290k,machine learning,machine learning,"['machine learning', 'learning', 'machine']"
564,6,Machine Learning,Stanford University,COURSE,4.9,Mixed,3.2m,machine learning,machine learning,"['machine learning', 'learning', 'machine']"
565,831,Machine Learning Foundations: A Case Study Approach,University of Washington,COURSE,4.6,Mixed,240k,machine learning foundations case study approach,machine learning foundations: a case study approach,"['machine learning foundations', 'learning foundations case', 'machine learning', 'learning foundations', 'learning', 'foundations case study', 'case study approach', 'foundations case', 'case study', 'foundations']"
566,352,Machine Learning and Reinforcement Learning in Finance,New York University,SPECIALIZATION,3.7,Intermediate,29k,machine learning reinforcement learning finance,machine learning and reinforcement learning in finance,"['reinforcement learning finance', 'machine learning reinforcement', 'reinforcement learning', 'learning reinforcement learning', 'learning finance', 'learning reinforcement', 'machine learning', 'finance', 'learning', 'reinforcement']"
567,585,Machine Learning for All,University of London,COURSE,4.6,Beginner,19k,machine learning,machine learning for all,"['machine learning', 'learning', 'machine']"
568,264,Machine Learning for Business Professionals,Google Cloud,COURSE,4.6,Intermediate,58k,machine learning business professionals,machine learning for business professionals,"['machine learning business', 'learning business professionals', 'machine learning', 'business professionals', 'learning business', 'business', 'learning', 'professionals', 'machine']"
569,178,Machine Learning for Trading,Google Cloud,SPECIALIZATION,3.9,Intermediate,15k,machine learning trading,machine learning for trading,"['machine learning trading', 'learning trading', 'machine learning', 'trading', 'learning', 'machine']"
570,321,Machine Learning with Python,IBM,COURSE,4.7,Intermediate,120k,machine learning python,machine learning with python,"['machine learning python', 'machine learning', 'learning python', 'python', 'learning', 'machine']"
